gene_name	ko
MH0184_GL0076831	K07165
MH0013_GL0025542	K10536
SRA01_contig:gene_id_711	K09703
SRA01_contig:gene_id_457836	K20444
MH0227_GL0089549	K03332
L67_gene_16238	K02003
T2D-78A_GL0058509	K03711
MH0414_GL0053331	K06894
MH0238_GL0064034	K19172
MH0238_GL0064034	K15532
MH0238_GL0064034	K01213
MH0238_GL0064034	K18650
MH0238_GL0064034	K01184
O2.UC3-1_GL0097890	K19242
O2.UC3-1_GL0097890	K11921
O2.UC3-1_GL0097890	K19338
O2.UC3-1_GL0097890	K05817
O2.UC3-1_GL0097890	K09681
AS34:gene_id_34726	K21572
T2D-45A_GL0106612	K00426
L118_gene_52802	K13010
L118_gene_52802	K07806
H_P1_gene_227059	K06941
MH0046_GL0034156	K20444
MH0046_GL0034156	K16703
MH0046_GL0034156	K02844
MH0046_GL0034156	K15914
MH0046_GL0034156	K14335
MH0046_GL0034156	K06338
MH0046_GL0034156	K19422
AS133:gene_id_13236	K01921
MH0055_GL0020468	K18785
RA08_contig:gene_id_52880	K01817
Unknow_GL0111363	K05946
DOM012_GL0038969	K00588
DOM012_GL0038969	K16028
MH0267_GL0078085	K01187
160582958-stool1_GL0119758	K19049
MH0046_GL0039416	K02895
MH0238_GL0139324	K07165
MH0055_GL0031179	K01696
MH0238_GL0064843	K01736
L71_gene_20334	K06969
V1.FI36_GL0127665	K01425
N025A_GL0006252	K02836
MH0094_GL0136331	K05349
MH0321_GL0123550	K01069
MH0321_GL0123550	K00153
MH0321_GL0123550	K17725
MH0055_GL0007769	K00566
MH0010_GL0031940	K01775
MH0055_GL0057559	K01207
HD-33:gene_id_28809	K01729
H2_gene_16768	K01278
MH0094_GL0029798	K02481
MH0191_GL0023562	K03088
MH0055_GL0023527	K03687
MH0428_GL0199344	K03654
S_P2_gene_465370	K02108
DOM012_GL0001828	K00640
SRA00_contig:gene_id_474547	K17716
MH0301_GL0116350	K03328
H117_gene_43941	K01784
H117_gene_43941	K08679
H117_gene_43941	K08678
MH0428_GL0197733	K02224
T2D-29A_GL0082329	K01448
Unknow_GL0130412	K03152
MH0132_GL0041084	K11921
MH0132_GL0041084	K04761
MH0132_GL0041084	K09681
MH0132_GL0041084	K13635
MH0238_GL0186268	K01452
MH0238_GL0186268	K14659
MH0094_GL0137160	K01227
MH0080_GL0021159	K12998
MH0080_GL0021159	K09809
MH0080_GL0021159	K07011
159268001-stool1_GL0099066	K02493
MH0196_GL0175767	K05305
MH0071_GL0011613	K16787
V1.UC5-0_GL0028999	K07133
MH0094_GL0006558	K04516
MH0131_GL0047651	K07757
MH0131_GL0047651	K20861
DOM012_GL0077957	K03340
MH0347_GL0067138	K04759
MH0161_GL0017668	K04085
SZEY-103A_GL0049352	K03466
MH0013_GL0033116	K02528
NLF006_GL0015744	K01136
NLF006_GL0015744	K01205
NLF006_GL0015744	K13912
NLF006_GL0015744	K01138
MH0238_GL0053851	K03522
V1.CD32-0_GL0157380	K06392
AS37:gene_id_26787	K03973
N087A_GL0055207	K01134
N087A_GL0055207	K01130
N087A_GL0055207	K01138
N087A_GL0055207	K01131
158742018-stool1_GL0072361	K07337
823052294-stool1_GL0094430	K06158
MH0055_GL0057924	K14652
L104_gene_30221	K01740
H_P1_gene_648202	K02854
H_P1_gene_648202	K01198
H_P1_gene_648202	K02855
H_P1_gene_648202	K01649
H_P1_gene_648202	K07720
H_P1_gene_648202	K03490
V1.UC47-0_GL0154388	K02488
V1.UC47-0_GL0154388	K20957
AS54:gene_id_13340	K21572
H88_gene_1299	K01209
MH0400_GL0054486	K03308
MH0355_GL0184182	K01972
MH0355_GL0184182	K01153
L68_gene_33232	K11021
MH0238_GL0165307	K00568
MH0238_GL0165307	K05929
HD-58:gene_id_21499	K00645
O2.UC49-0_GL0139874	K01869
MH0101_GL0017199	K00059
MH0367_GL0033401	K18218
MH0071_GL0037077	K20118
T2D-45A_GL0053092	K07263
MH0013_GL0033110	K01190
AS136:gene_id_11371	K02014
MH0428_GL0163706	K01610
MH0311_GL0018199	K12410
L73_gene_82299	K02884
MH0055_GL0030739	K03781
V1.UC52-1_GL0214185	K02835
MH0128_GL0048418	K03286
V1.UC21-4_GL0055359	K01195
V1.UC21-4_GL0055359	K01190
MH0246_GL0054834	K03272
MH0246_GL0054834	K21344
MH0341_GL0078425	K05833
H_P1_gene_453042	K05540
V1.UC58-4_GL0201868	K10206
MH0238_GL0183573	K01277
MH0010_GL0031532	K03286
MH0094_GL0076753	K00343
MH0428_GL0147239	K07165
L55_gene_83885	K11065
MH0094_GL0012824	K02004
MH0299_GL0026715	K00018
O2.UC55-0_GL0149269	K10117
L63_gene_111340	K02395
L63_gene_111340	K11904
L63_gene_111340	K01185
MH0088_GL0044706	K17318
MH0055_GL0036348	K07735
MH0013_GL0005157	K03800
MH0094_GL0064744	K03742
O2.UC8-0_GL0045497	K07720
NOM009_GL0039050	K16899
763536994-stool1_GL0079994	K09964
AS34:gene_id_28954	K02437
T2D-45A_GL0085680	K11717
MH0246_GL0051407	K08587
MH0381_GL0196186	K00661
RA05_contig:gene_id_203141	K03924
MH0238_GL0039113	K02199
MH0238_GL0039113	K06196
MH0238_GL0039113	K17609
AS57:gene_id_3613	K07004
H67_gene_50207	K03088
MH0428_GL0193556	K14155
HD-52:gene_id_7413	K01791
MH0055_GL0073121	K03215
V1.CD2-0-PN_GL0017733	K00375
O2.CD2-0_GL0062346	K03648
L19_gene_20371	K07657
L19_gene_20371	K07658
L19_gene_20371	K07814
L19_gene_20371	K07776
L19_gene_20371	K07315
L19_gene_20371	K03413
AS37:gene_id_9600	K07052
L70_gene_79273	K00748
MH0138_GL0046567	K01173
O2.UC53-0_GL0276280	K03271
Unknow_GL0022191	K09155
Unknow_GL0022191	K00244
Unknow_GL0022191	K17363
H_P2_gene_605658	K18345
MH0055_GL0028548	K02340
O2.UC37-1_GL0049895	K03545
MH0055_GL0063675	K03773
DOM001_GL0021089	K03832
MH0131_GL0029861	K01480
MH0188_GL0174418	K01915
MH0071_GL0002731	K21071
MH0055_GL0058007	K01768
T2D-45A_GL0060619	K01159
O2.UC31-1_GL0171162	K01130
O2.UC31-1_GL0171162	K01138
O2.UC31-1_GL0171162	K03701
O2.UC31-1_GL0171162	K01132
O2.UC31-1_GL0171162	K01134
MH0088_GL0037619	K07814
MH0088_GL0037619	K16923
MH0088_GL0037619	K13815
MH0246_GL0070014	K00986
MH0428_GL0162964	K03286
MH0428_GL0162964	K02557
MH0435_GL0157729	K00012
MH0280_GL0218494	K01744
MH0292_GL0100849	K19225
MH0053_GL0061154	K01728
S_P2_gene_435199	K02034
MH0128_GL0016991	K12308
H_P1_gene_179604	K07391
MH0334_GL0016482	K07497
O2.UC2-1_GL0033482	K00075
V1.UC26-4_GL0004983	K07165
RA10_contig:gene_id_165188	K03088
MH0442_GL0010601	K00031
AS37:gene_id_6082	K01190
V1.UC64-0_GL0131371	K16153
V1.UC64-0_GL0131371	K00693
RA08_contig:gene_id_120291	K07133
MH0334_GL0138978	K01104
H78_gene_66847	K02005
S_P1_gene_556213	K07407
MH0055_GL0038097	K03830
MH0055_GL0038097	K03827
T2D-192A_GL0060666	K07075
MH0055_GL0039416	K02477
H_P2_gene_592344	K01534
160158126-stool2_GL0097162	K21573
MH0435_GL0075611	K02911
MH0071_GL0025467	K00700
HD-61:gene_id_26303	K02195
HD-61:gene_id_26303	K02198
159166850-stool1_GL0109511	K00688
MH0055_GL0039843	K00527
AS15:gene_id_31168	K07165
SRA01_contig:gene_id_38948	K07088
MH0132_GL0103472	K21573
L96_gene_46326	K21573
MH0238_GL0059694	K01873
V1.CD20-4_GL0079552	K01783
MH0238_GL0059233	K12340
MH0238_GL0059233	K03296
DOM014_GL0050807	K12308
MH0131_GL0069051	K07653
MH0131_GL0069051	K07644
MH0131_GL0069051	K07649
L49_gene_38202	K19431
MH0001_GL0017280	K21572
O2.UC9-0_GL0095390	K01198
O2.UC9-0_GL0095390	K07720
V1.FI01_GL0218113	K03470
HD-26:gene_id_35955	K03324
V1.UC11-5_GL0143708	K21573
RA10_contig:gene_id_274188	K06113
O2.UC30-2_GL0051478	K17624
O2.UC30-2_GL0051478	K01187
O2.UC30-2_GL0051478	K01811
O2.UC30-2_GL0051478	K12373
AS37:gene_id_22967	K03502
MH0246_GL0061806	K21573
MH0094_GL0033249	K00796
NOM009_GL0110246	K19265
MH0188_GL0162324	K10440
MH0238_GL0125744	K03650
S_P1_gene_188207	K02529
S_P1_gene_188207	K05499
MH0055_GL0051762	K03565
MH0450_GL0029289	K19081
MH0450_GL0029289	K19168
MH0055_GL0041222	K01770
V1.CD20-4_GL0156981	K01206
RA12_contig:gene_id_119877	K07566
MH0065_GL0003082	K03628
AS37:gene_id_4113	K01119
T2D-178A_GL0057677	K01206
MH0055_GL0067836	K17884
H91_gene_42508	K03979
H91_gene_42508	K00013
AS51:gene_id_47566	K02838
AS34:gene_id_29994	K11070
V1.UC38-4_GL0109203	K21471
MH0182_GL0101484	K21573
MH0238_GL0002355	K07862
MH0238_GL0002355	K05614
MH0238_GL0002355	K05612
MH0238_GL0002355	K05613
L115_gene_51856	K16089
MH0102_GL0068700	K20922
MH0102_GL0068700	K16150
MH0102_GL0068700	K06119
MH0102_GL0068700	K16703
MH0102_GL0068700	K13004
MH0094_GL0058325	K20525
HD-81:gene_id_39435	K00957
HD-32:gene_id_42849	K07460
AS17:gene_id_26019	K14136
T2D-52A_GL0029340	K03086
V1.UC21-4_GL0118984	K01134
V1.UC21-4_GL0118984	K01130
HD-43:gene_id_3448	K03168
L70_gene_81297	K02190
MH0055_GL0065925	K00821
SRA02_contig:gene_id_2189	K02837
MH0099_GL0060857	K12573
158802708-stool1_GL0143676	K07114
MH0238_GL0025870	K18954
MH0238_GL0025870	K02508
MH0238_GL0025870	K00941
MH0238_GL0025870	K07720
MH0012_GL0133066	K02902
V1.UC50-1_GL0024035	K00661
MH0055_GL0056111	K01465
MH0402_GL0201832	K14155
T2D-45A_GL0109035	K03183
MH0055_GL0027141	K03217
V1.UC21-4_GL0055363	K01134
V1.UC21-4_GL0055363	K01130
V1.UC21-4_GL0055363	K01138
V1.UC21-4_GL0055363	K01132
AS84:gene_id_26912	K01190
MH0238_GL0016687	K02358
NOM017_GL0038332	K00773
H78_gene_32415	K01130
H78_gene_32415	K01138
H78_gene_32415	K01134
H78_gene_32415	K01135
H78_gene_32415	K01132
H78_gene_32415	K01190
L73_gene_62997	K03148
L73_gene_62997	K21029
L73_gene_62997	K21147
MH0109_GL0076941	K03524
T2D-45A_GL0091069	K01869
T2D-45A_GL0108593	K01775
SZEY-20A_GL0021155	K03320
MH0131_GL0011540	K11071
MH0094_GL0015584	K01193
O2.UC1-2_GL0098380	K03466
L55_gene_126357	K01187
MH0013_GL0035727	K07114
MH0238_GL0163580	K01992
O2.UC1-0_GL0038993	K02871
159571453-stool1_GL0125033	K00971
HD-40:gene_id_68055	K03885
MH0160_GL0039561	K03426
MH0010_GL0022548	K07137
SRA01_contig:gene_id_45111	K17103
MH0196_GL0128512	K19577
MH0238_GL0101048	K01893
V1.UC25-0_GL0008278	K03797
HD-62:gene_id_54438	K12998
HD-62:gene_id_54438	K16698
HD-62:gene_id_54438	K21363
HD-62:gene_id_54438	K12992
HD-62:gene_id_54438	K19003
HD-62:gene_id_54438	K20444
O2.UC53-0_GL0177797	K00088
S_P2_gene_181231	K01992
V1.UC51-4_GL0053579	K08365
MH0094_GL0067039	K01200
MH0404_GL0178998	K09014
O2.UC36-1_GL0054348	K01599
MH0006_GL0020567	K09888
MH0357_GL0055411	K00075
MH0031_GL0039256	K01955
765701615-stool1_GL0102655	K12373
MH0122_GL0067591	K03589
MH0357_GL0077276	K01138
MH0357_GL0077276	K01136
MH0357_GL0077276	K13912
MH0357_GL0077276	K01205
MH0326_GL0153193	K03768
V1.CD42-0_GL0144088	K18707
V1.FI04_GL0162918	K03606
V1.FI04_GL0162918	K21303
RA12_contig:gene_id_321050	K15921
RA12_contig:gene_id_321050	K01209
L3_gene_35761	K13598
L3_gene_35761	K02668
L3_gene_35761	K07710
L3_gene_35761	K07708
L3_gene_35761	K14986
L3_gene_35761	K07709
L3_gene_35761	K11711
L3_gene_35761	K10125
MH0211_GL0179298	K03088
V1.UC64-0_GL0171722	K03386
O2.UC37-0_GL0028024	K01190
MH0055_GL0001090	K01607
MH0013_GL0025575	K00041
MH0055_GL0074869	K01768
MH0055_GL0074869	K10439
MH0055_GL0074869	K19694
MH0055_GL0074869	K02058
159227541-stool1_GL0018945	K00767
MH0238_GL0134291	K01728
HD-27:gene_id_57464	K02892
160178356-stool1_GL0024965	K03748
L101_gene_11056	K12942
SZEY-101A_GL0020626	K03278
SZEY-101A_GL0020626	K03275
MH0053_GL0064915	K00571
O2.UC38-0_GL0024943	K03497
NOM005_GL0036709	K00558
MH0238_GL0073534	K15532
SZEY-101A_GL0007494	K06196
SZEY-101A_GL0007494	K02199
SZEY-101A_GL0007494	K12267
SZEY-101A_GL0007494	K17609
O2.UC53-0_GL0101497	K00760
MH0094_GL0133074	K01966
MH0094_GL0092484	K02573
MH0094_GL0092484	K02572
O2.UC15-2_GL0092605	K02056
MH0094_GL0027079	K17103
RA10_contig:gene_id_264043	K03088
L74_gene_545	K00968
L74_gene_545	K00980
HD-16:gene_id_60904	K21065
MH0234_GL0054436	K01138
MH0234_GL0054436	K01137
MH0234_GL0054436	K02564
MH0234_GL0054436	K01133
MH0234_GL0054436	K01136
MH0234_GL0054436	K01565
L12_gene_40102	K01903
MH0238_GL0160209	K00639
SRA02_contig:gene_id_56551	K19081
SRA02_contig:gene_id_56551	K19168
O2.UC12-2_GL0019798	K21572
MH0224_GL0197151	K01790
MH0127_GL0024995	K07741
T2D-45A_GL0085632	K00800
MH0094_GL0042501	K01791
S_P2_gene_81469	K00975
NOM016_GL0026534	K03614
T2D-45A_GL0097614	K01875
V1.FI11_GL0032967	K02933
158742018-stool1_GL0001935	K02619
SRA00_contig:gene_id_116264	K09779
MH0046_GL0037780	K13993
O2.UC22-0_GL0000310	K00721
V1.CD17-0_GL0110089	K07706
159571453-stool2_GL0103849	K20429
MH0350_GL0139746	K00945
MH0350_GL0139746	K03292
MH0376_GL0053684	K01372
MH0238_GL0064849	K07148
MH0355_GL0096568	K01265
MH0144_GL0043288	K01710
MH0144_GL0043288	K01709
MH0144_GL0043288	K01784
L103_gene_74181	K03585
MH0224_GL0117875	K07787
MH0224_GL0117875	K07239
MH0234_GL0067804	K04763
L38_gene_44578	K01209
MH0192_GL0043607	K04084
MH0192_GL0043607	K06888
MH0192_GL0043607	K03671
O2.UC16-1_GL0011205	K21364
O2.UC16-1_GL0011205	K05946
MH0400_GL0083090	K13378
S_P2_gene_225414	K02313
MH0055_GL0065534	K01647
MH0238_GL0023486	K05807
MH0071_GL0055785	K15921
T2D-54A_GL0015517	K01134
T2D-54A_GL0015517	K01130
T2D-54A_GL0015517	K01138
T2D-54A_GL0015517	K01131
V1.UC7-0_GL0040071	K09955
MH0402_GL0058319	K21573
H31_gene_1133	K03616
MH0238_GL0099556	K00956
MH0238_GL0099556	K00955
H36_gene_28560	K16213
MH0427_GL0007668	K03043
MH0165_GL0103987	K03700
L27_gene_14741	K01209
L105_gene_19291	K07165
H2_gene_18638	K12373
MH0238_GL0028387	K01489
MH0013_GL0032984	K00380
O2.UC8-0_GL0008412	K03437
O2.UC8-0_GL0008412	K01201
L38_gene_47744	K09811
SRA01_contig:gene_id_10440	K03741
MH0108_GL0035994	K07334
H25_gene_18664	K19286
H25_gene_18664	K19285
MH0053_GL0044416	K02551
MH0053_GL0044416	K00075
V1.UC50-1_GL0054187	K00648
O2.UC30-2_GL0006268	K01991
O2.UC30-2_GL0006268	K20988
MH0094_GL0101138	K01733
MH0055_GL0032697	K03466
V1.UC54-0_GL0052162	K01887
MH0094_GL0029792	K01207
MH0334_GL0057376	K01205
H37_gene_42377	K00640
AS37:gene_id_44820	K06142
H65_gene_902	K05837
MH0109_GL0014489	K05515
RA08_contig:gene_id_37493	K00024
SRA00_contig:gene_id_12646	K01714
V1.FI08_GL0005994	K00845
MH0211_GL0025038	K01960
MH0211_GL0025038	K01571
O2.UC4-1_GL0134139	K08679
MH0094_GL0014574	K07124
MH0094_GL0014574	K00059
MH0128_GL0075056	K00951
MH0319_GL0068881	K01768
MH0319_GL0068881	K10439
MH0319_GL0068881	K19694
MH0319_GL0068881	K20971
MH0319_GL0068881	K03407
MH0319_GL0068881	K02058
RA08_contig:gene_id_50208	K00013
MH0184_GL0030645	K06113
MH0184_GL0030645	K01785
MH0055_GL0057944	K03543
AS62:gene_id_36080	K06871
MH0253_GL0175772	K02469
MH0192_GL0042602	K15634
MH0192_GL0042602	K02226
MH0391_GL0059828	K07282
MH0314_GL0128520	K03098
SZEY-60A_GL0066577	K20276
L103_gene_70808	K02551
L103_gene_70808	K00075
MH0355_GL0177350	K02876
MH0335_GL0085844	K12257
H_P1_gene_283852	K03625
T2D-45A_GL0102522	K01790
T2D-45A_GL0102522	K19853
MH0357_GL0047171	K01609
MH0283_GL0020724	K04567
T2D-45A_GL0048852	K06158
MH0334_GL0035313	K01785
AS133:gene_id_38123	K01687
MH0246_GL0013400	K21572
MH0094_GL0102235	K07001
159207311-stool2_GL0021798	K00764
HD-29:gene_id_90	K03686
T2D-45A_GL0040633	K12257
MH0055_GL0037397	K00634
MH0055_GL0037397	K00625
MH0238_GL0028386	K01447
MH0238_GL0028386	K02395
MH0238_GL0028386	K01185
MH0238_GL0028386	K06385
MH0238_GL0028386	K19223
T2D-59A_GL0022547	K03770
V1.FI32_GL0042986	K02278
RA02_contig:gene_id_25312	K21573
DLM002_GL0018668	K09955
DLM002_GL0018668	K05349
DLM002_GL0018668	K15921
DLM002_GL0018668	K06113
MH0457_GL0054128	K21471
SRA03_contig:gene_id_65112	K07862
MH0066_GL0025572	K18139
MH0066_GL0025572	K18300
H_P1_gene_422154	K03286
L92_gene_25811	K00878
MH0238_GL0164411	K20534
AS71:gene_id_11674	K03646
MH0238_GL0174696	K00927
MH0055_GL0051753	K09808
159632143-stool1_GL0067452	K03208
AS84:gene_id_27128	K08884
AS84:gene_id_27128	K02599
V1.UC50-1_GL0133072	K21573
L55_gene_129854	K01206
RA05_contig:gene_id_211031	K03593
T2D-45A_GL0009821	K07775
T2D-45A_GL0009821	K07714
T2D-45A_GL0009821	K02481
T2D-45A_GL0009821	K02667
T2D-45A_GL0009821	K07661
T2D-45A_GL0009821	K07658
T2D-45A_GL0009821	K07662
T2D-45A_GL0009821	K15850
O2.UC44-2_GL0176936	K09809
O2.UC44-2_GL0176936	K18704
O2.UC44-2_GL0176936	K11936
O2.UC44-2_GL0176936	K12992
O2.UC44-2_GL0176936	K12983
O2.UC44-2_GL0176936	K19425
HD-15:gene_id_5566	K04096
AS99:gene_id_9436	K03286
764811490-stool1_GL0052636	K21469
764811490-stool1_GL0052636	K01286
MH0238_GL0018004	K01755
MH0046_GL0023251	K06518
MH0055_GL0065956	K09013
MH0012_GL0152403	K01143
809635352-stool1_GL0104460	K00991
MH0428_GL0049330	K21573
MH0094_GL0060977	K07270
MH0094_GL0060977	K02844
MH0094_GL0060977	K15521
MH0094_GL0060977	K16148
MH0094_GL0060977	K16150
MH0094_GL0060977	K16149
MH0311_GL0018419	K00670
AS133:gene_id_17473	K00790
V1.CD51-0_GL0140537	K02171
O2.UC8-0_GL0065420	K12373
L70_gene_81842	K07263
L115_gene_9464	K03389
H80_gene_33177	K01586
MH0131_GL0047633	K19689
MH0227_GL0004611	K01991
H80_gene_8139	K01095
MH0321_GL0046143	K01925
MH0238_GL0182732	K06861
HD-52:gene_id_33519	K01666
MH0130_GL0048525	K12132
L115_gene_71375	K11741
MH0055_GL0052357	K18672
L70_gene_56840	K12132
MH0457_GL0044336	K21573
MH0457_GL0044336	K07114
MH0457_GL0044336	K02014
DLM003_GL0047967	K01534
H36_gene_40284	K02860
L3_gene_20496	K12308
L3_gene_20496	K01190
L3_gene_20496	K01216
L3_gene_20496	K01186
L3_gene_20496	K12373
O2.UC12-1_GL0003985	K03700
MH0131_GL0129566	K14445
Unknow_GL0001935	K13924
Unknow_GL0001935	K20974
Unknow_GL0001935	K03320
Unknow_GL0001935	K07679
Unknow_GL0001935	K11527
Unknow_GL0001935	K02030
Unknow_GL0001935	K03407
O2.UC11-1_GL0039426	K19049
T2D-51A_GL0091075	K18908
MH0238_GL0087484	K18138
H65_gene_25647	K12132
AS15:gene_id_14448	K01190
AS15:gene_id_14448	K01138
AS15:gene_id_14448	K01130
AS15:gene_id_14448	K01132
AS15:gene_id_14448	K01134
O2.UC37-0_GL0068607	K17248
O2.UC37-0_GL0068607	K17249
O2.UC37-0_GL0068607	K09809
O2.UC37-0_GL0068607	K21011
RA05_contig:gene_id_85206	K21573
MH0094_GL0114507	K21572
NOM005_GL0004237	K01361
NOM005_GL0004237	K13276
MH0227_GL0015331	K00991
V1.UC39-0_GL0099053	K11072
AS6:gene_id_21704	K01738
MH0238_GL0104523	K07386
L55_gene_18393	K08651
L55_gene_18393	K01342
L55_gene_18393	K13274
L55_gene_18393	K14645
L55_gene_18393	K20276
764325968-stool1_GL0099717	K17836
O2.UC8-1_GL0048435	K02335
763678604-stool2_GL0026846	K15738
MH0013_GL0015703	K00833
MH0188_GL0050996	K03315
V1.FI24_GL0089231	K03803
AS34:gene_id_51911	K02651
MH0055_GL0049054	K01338
MH0376_GL0060062	K09808
V1.CD20-4_GL0004964	K07506
V1.CD20-4_GL0004964	K07720
V1.CD20-4_GL0004964	K18991
H75_gene_6658	K21573
160603188-stool1_GL0006369	K01209
RA02_contig:gene_id_18057	K13922
159571453-stool1_GL0077164	K06113
O2.UC38-2_GL0049253	K03088
MH0238_GL0068804	K03545
DLF005_GL0048170	K01425
MH0438_GL0054954	K18954
MH0438_GL0054954	K00941
MH0438_GL0054954	K02508
H109_gene_22943	K07493
NOM023_GL0011729	K21573
MH0176_GL0047154	K10119
AS133:gene_id_57612	K01734
MH0055_GL0055523	K05595
MH0161_GL0072619	K02481
MH0161_GL0072619	K02667
MH0161_GL0072619	K13599
MH0161_GL0072619	K02584
MH0161_GL0072619	K07714
MH0161_GL0072619	K07712
MH0161_GL0072619	K07713
MH0315_GL0081464	K00688
MH0018_GL0007827	K06400
L87_gene_13333	K03630
MH0246_GL0035235	K03671
HD-50:gene_id_2736	K21572
T2D-45A_GL0028265	K00757
L71_gene_3940	K18704
NOM010_GL0015507	K21572
MH0238_GL0193899	K04516
MH0203_GL0070678	K07043
SRA00_contig:gene_id_265438	K02355
MH0376_GL0022556	K03154
763597684-stool1_GL0169502	K03154
V1.FI08_GL0011995	K02472
HT14A_GL0089375	K08676
O2.UC24-2_GL0082906	K00793
MH0055_GL0053341	K00833
MH0046_GL0032782	K03711
SRA01_contig:gene_id_231150	K03306
MH0094_GL0139619	K05349
MH0109_GL0047761	K01358
S_P2_gene_302326	K06153
MH0246_GL0098139	K01142
SRA01_contig:gene_id_88652	K01649
HD-41:gene_id_4031	K06891
SRA02_contig:gene_id_5475	K00262
SRA00_contig:gene_id_260288	K00891
SRA00_contig:gene_id_260288	K00014
MH0094_GL0135861	K20021
AS94:gene_id_40897	K01790
T2D-45A_GL0086599	K03305
L115_gene_28387	K02117
MH0131_GL0081417	K05882
NLM010_GL0021387	K00350
MH0350_GL0096815	K03742
H_P1_gene_520262	K21572
O2.UC37-1_GL0159812	K01689
MH0238_GL0082295	K00721
RA06_contig:gene_id_54296	K01262
H46_gene_128507	K03328
MH0203_GL0101688	K01198
MH0203_GL0101688	K02855
MH0203_GL0101688	K02854
MH0203_GL0101688	K07720
MH0203_GL0101688	K07506
MH0121_GL0019559	K00865
V1.UC50-1_GL0094007	K00721
MH0253_GL0212547	K02429
MH0094_GL0049658	K07704
MH0094_GL0049658	K02478
MH0094_GL0049658	K08082
S_P1_gene_28881	K15255
V1.UC40-1_GL0176390	K07658
MH0055_GL0056134	K01572
MH0055_GL0021495	K06131
V1.FI07_GL0049336	K08978
MH0238_GL0049731	K01883
MH0127_GL0077381	K01711
MH0127_GL0077381	K13001
T2D-45A_GL0134914	K07082
SRA01_contig:gene_id_1310	K01915
764487809-stool2_GL0124917	K02347
V1.CD29-0_GL0027875	K07040
DLM017_GL0066235	K21573
T2D-78A_GL0024480	K17249
T2D-78A_GL0024480	K17248
L55_gene_113104	K03402
764143897-stool1_GL0158586	K02913
DLM027_GL0011894	K08289
MH0238_GL0018547	K09800
AS120:gene_id_40971	K02551
AS120:gene_id_40971	K00075
O2.UC36-0_GL0004399	K07105
T2D-45A_GL0012238	K20021
MH0427_GL0010564	K11654
MH0427_GL0010564	K10841
MH0427_GL0010564	K08282
MH0427_GL0010564	K15192
MH0427_GL0010564	K20091
MH0427_GL0010564	K11786
MH0427_GL0010564	K11642
MH0427_GL0010564	K11367
AS71:gene_id_3614	K07011
AS71:gene_id_3614	K00721
L63_gene_104803	K07495
L70_gene_66196	K21573
MH0238_GL0065560	K01950
MH0094_GL0039236	K03797
L70_gene_62154	K01752
MH0094_GL0040214	K18954
O2.UC8-0_GL0072746	K01673
MH0128_GL0067878	K04045
H67_gene_661	K02004
O2.UC47-1_GL0002934	K02114
MH0319_GL0079860	K01897
MH0348_GL0067235	K00571
L62_gene_46401	K16700
L62_gene_46401	K16698
H_P1_gene_245918	K11175
MH0094_GL0048495	K21573
MH0238_GL0161990	K08884
MH0238_GL0161990	K08282
MH0238_GL0161990	K12132
MH0411_GL0180428	K00441
MH0138_GL0008317	K14445
MH0131_GL0095090	K07258
MH0131_GL0095090	K01286
MH0121_GL0020380	K01892
H88_gene_472	K02005
MH0246_GL0028467	K11161
MH0246_GL0028467	K11162
MH0246_GL0028467	K11153
MH0292_GL0065815	K02599
MH0292_GL0065815	K13730
MH0292_GL0065815	K08884
V1.UC39-4_GL0094419	K00975
MH0094_GL0049746	K21572
MH0094_GL0059507	K07238
MH0162_GL0145059	K21572
MH0246_GL0049975	K03648
AS54:gene_id_7219	K14441
T2D-123A_GL0103172	K11358
MH0013_GL0029693	K18581
MH0311_GL0127524	K02529
V1.UC38-4_GL0118182	K00075
T2D-198A_GL0001816	K03709
T2D-198A_GL0001816	K11924
MH0211_GL0012567	K07165
H_P2_gene_195378	K07030
T2D-107A_GL0162504	K21572
N084A_GL0031115	K03773
O2.UC44-1_GL0172815	K07009
V1.UC40-1_GL0161003	K07705
